,23,292,357,520,657,939,1094,1131,1153,1170,1223,1263,1291,1458,1462,1563,1659,1768,1939,1946,1971,2025,2049,2086,2230,2322,2358,2390,2535,2552,2628,2789,2914,2936,2951,3010,3293,3301,3349,3475,3487,3740,3831,3896,4137,4437,4506,4552,4641,4678,4805,4857,4976,5012,5191,5194,5269,5291,5484,5573,5641,5732,5899,5996,6176,6321,6404,6425,6698,6999,7070,7165,7240,7364,7370,7603,7826,7865,7911,7913,8009,8066,8069,8215,8286,8317,8402,8403,8692,8759,8760,8770,8858,9178,9209,9403,9428,9473,9565,9920
2013-11-04 00:00:00,18.494,20.554,72.36,25.948,85.971,91.082,31.136,113.211,233.894,259.68,13.432,72.906,63.957,106.698,33.489,27.192,94.999,77.565,150.021,45.399,84.377,16.33,125.351,115.256,11.264,24.317,9.081,315.46,134.237,152.287,11.311,236.746,74.625,578.295,272.754,37.976,106.834,8.806,214.815,108.905,163.572,183.237,210.964,113.347,242.917,330.341,44.766,1144.437,687.464,438.554,11.945,3519.107,102.936,34.7,153.292,26.017,3360.589,141.715,21.535,260.851,210.181,38.265,228.764,85.081,1734.636,87.851,42.605,40.461,214.465,140.639,423.3,1181.536,609.314,509.547,673.883,121.193,26.037,551.408,228.077,162.628,211.311,447.408,172.409,209.346,254.365,297.632,105.02,163.905,355.28,404.462,248.534,394.673,539.946,129.585,92.28,144.207,123.103,272.449,198.25,258.001
2013-11-04 01:00:00,17.193,18.657,84.386,24.142,98.397,70.133,10.013,86.525,226.513,361.423,11.983,64.349,39.379,65.329,31.277,26.065,60.593,48.094,102.879,29.235,54.481,13.309,94.84,60.377,10.144,19.192,8.528,276.022,127.62,115.656,15.847,208.797,81.352,471.274,191.085,36.735,100.403,10.102,161.26,102.515,120.76,140.348,186.017,102.771,202.062,340.862,47.97,1176.823,646.191,373.029,12.294,2745.197,84.224,28.62,94.882,15.769,1926.236,104.236,22.365,207.15,120.024,34.769,202.511,99.036,1347.509,58.236,36.313,38.837,187.156,184.453,403.541,963.691,488.923,476.461,562.243,92.043,15.373,433.17,191.99,141.17,183.66,410.075,132.757,165.721,261.686,262.775,75.565,121.444,284.298,339.321,200.492,370.896,473.223,117.008,213.973,132.458,115.824,179.01,179.728,216.882
2013-11-04 02:00:00,14.474,17.148,46.844,21.339,54.046,69.311,6.486,75.482,212.12,194.686,16.659,49.185,39.678,55.276,25.946,21.752,51.138,44.642,94.968,29.041,50.786,18.875,79.285,57.088,13.525,18.889,9.694,214.189,109.425,115.005,13.186,175.495,68.117,335.044,148.993,39.194,88.192,5.972,148.533,66.478,118.07,120.785,165.336,77.307,185.003,283.01,40.403,888.745,533.879,349.986,9.846,2256.251,83.859,26.303,79.854,16.058,1652.961,89.148,16.799,187.235,93.141,31.213,172.88,54.516,1160.082,47.514,35.708,35.496,178.109,185.235,392.983,932.49,393.347,444.485,467.397,83.635,13.281,407.384,169.406,133.391,175.623,354.144,117.144,159.724,297.249,261.678,70.434,111.328,252.574,294.438,179.741,443.14,425.876,104.602,73.927,113.446,99.394,173.36,115.369,217.806
2013-11-04 03:00:00,15.105,15.717,66.898,20.438,80.816,61.739,5.518,76.596,196.642,179.782,11.575,43.865,36.83,56.712,25.464,21.516,53.053,40.264,93.703,29.695,46.367,13.616,72.106,50.121,8.099,16.603,9.475,183.729,92.492,83.119,8.749,161.836,59.735,299.282,137.702,39.685,90.813,5.794,116.466,64.175,112.483,141.299,170.21,78.614,170.397,230.912,39.82,942.629,531.076,343.42,9.969,1804.902,81.352,26.111,105.632,16.055,1531.743,75.789,27.081,171.356,86.668,29.885,161.448,52.528,1029.814,37.976,30.614,31.194,161.807,183.799,365.503,824.51,346.205,372.662,423.332,72.262,15.022,336.344,155.95,129.16,146.033,262.012,102.945,149.491,175.633,239.244,76.75,113.719,232.568,266.078,186.171,300.992,366.847,93.693,86.103,110.891,92.962,178.963,108.707,199.679
2013-11-04 04:00:00,13.326,17.975,51.576,19.334,61.654,57.926,9.389,81.707,187.619,145.449,11.268,44.296,40.483,54.317,21.275,17.664,49.658,37.873,92.948,17.986,43.826,14.711,60.141,43.861,8.971,16.968,8.519,172.432,95.409,76.866,9.562,165.124,55.165,270.837,124.877,32.467,91.587,5.76,103.581,57.85,114.089,107.159,170.014,85.337,163.232,203.633,36.392,861.502,608.023,350.333,9.88,1679.895,81.594,27.066,94.992,17.059,1459.871,61.829,18.817,167.955,102.015,31.056,167.685,54.396,1045.347,31.955,29.338,31.748,131.656,82.243,311.35,774.508,336.711,346.587,397.453,74.146,20.097,359.576,140.254,124.384,136.491,234.973,87.843,164.131,159.967,259.624,67.153,101.515,241.004,249.983,173.965,258.153,328.077,88.932,87.49,109.833,86.825,164.764,105.01,169.86
2013-11-04 05:00:00,16.186,23.489,56.078,22.475,67.214,61.138,7.678,72.213,153.427,133.552,12.667,43.399,41.838,54.793,19.128,15.256,48.993,40.502,103.714,16.124,44.98,15.34,46.98,49.793,10.497,18.479,9.599,163.915,93.364,85.842,10.712,171.608,58.883,274.503,124.916,33.021,94.708,7.432,101.579,60.787,132.504,114.603,183.58,84.957,184.951,207.287,40.898,1087.513,497.899,318.437,11.612,1714.104,98.258,29.603,95.389,16.304,1493.899,71.639,24.313,173.979,105.982,33.576,175.646,56.061,1074.439,40.716,30.489,38.348,167.147,73.299,354.729,763.75,390.89,348.804,415.122,92.507,18.172,322.582,141.558,127.721,143.689,242.22,90.753,190.865,165.021,275.7,81.486,119.1,225.095,260.813,174.26,266.013,366.854,94.123,88.683,119.964,93.729,153.251,108.769,179.566
2013-11-04 06:00:00,19.274,32.447,61.086,26.87,72.864,80.601,14.019,80.945,210.413,152.01,16.301,55.055,59.982,70.317,22.94,18.337,60.769,55.241,131.942,32.785,60.411,19.828,78.089,92.255,13.572,23.746,11.644,221.1,95.267,98.339,17.656,221.293,87.422,278.542,150.376,38.945,119.291,9.312,124.509,76.262,135.099,142.765,190.186,98.669,231.247,240.776,45.367,949.001,580.465,421.933,14.489,2182.256,129.085,37.569,99.131,23.333,1762.472,78.421,25.617,211.426,156.134,36.315,205.19,89.605,1380.963,40.392,39.597,46.816,164.176,88.026,519.286,950.753,584.561,384.19,518.823,141.528,38.997,366.352,177.472,150.81,170.632,238.848,115.013,192.368,211.785,296.112,90.747,128.058,289.818,326.666,206.586,273.642,481.017,119.428,95.525,133.795,109.604,176.457,139.209,219.237
2013-11-04 07:00:00,22.176,51.896,76.951,27.621,90.495,134.509,36.474,109.26,278.685,209.743,19.414,75.84,97.165,111.69,35.95,28.049,93.845,91.501,216.775,142.898,98.099,29.988,131.334,99.351,22.701,38.558,19.896,335.429,147.242,152.736,48.889,337.837,114.466,442.206,229.865,69.322,201.232,11.208,171.0,142.709,234.16,272.417,354.785,128.057,419.267,374.583,79.162,1170.571,718.563,498.392,25.984,2591.591,210.284,59.992,115.606,18.261,2405.188,139.947,57.701,331.732,127.811,50.809,320.582,226.181,2530.535,93.476,57.951,80.04,230.969,115.264,610.496,1431.63,869.111,545.685,777.033,327.598,97.005,485.014,378.486,305.785,256.107,427.401,211.449,292.794,333.637,383.3,136.542,194.45,399.48,513.985,291.579,545.437,731.199,195.834,129.9,184.489,176.516,244.929,219.554,325.132
2013-11-04 08:00:00,23.241,88.327,125.294,27.322,155.963,125.32,37.128,151.4,431.046,317.375,19.362,93.725,96.318,138.973,42.419,35.789,113.806,183.197,244.882,494.762,188.214,31.943,209.705,106.13,25.325,41.287,36.391,334.227,174.265,179.544,45.109,450.73,144.298,587.564,262.064,91.732,310.055,11.503,205.278,182.864,381.603,367.967,463.841,117.762,550.965,621.544,63.057,1555.806,912.767,649.269,28.215,4264.871,259.154,64.453,119.078,27.907,4073.11,165.265,68.681,678.538,178.661,68.662,448.98,393.684,3839.349,97.646,55.881,101.854,287.291,143.967,737.981,2394.677,1390.855,857.978,1125.055,368.538,177.434,614.211,487.888,394.119,387.858,464.161,273.229,283.949,503.539,390.351,172.106,241.553,457.537,627.984,407.471,868.534,780.598,320.657,158.549,158.778,244.462,374.595,203.358,428.318
